chain,draw,interception,Treatment,HER2,HER2_interaction
0,38,-1.3906154883732282,0.7234470107740274,0.30161945611757845,0.6700384941103157
0,39,-1.6399237953165526,0.5675770738864738,0.6068654064369294,0.34859861616837234
0,40,-1.5615099405601116,0.8740410937314833,0.9134537071054094,0.4945952951365386
0,41,-1.5313997842825324,0.9153992598558978,0.5102785019309655,0.4698434961308853
0,42,-1.395568085984358,0.5417004325391763,0.2158902429604619,0.32653483042354914
0,43,-1.394614909200587,0.583778470105438,0.24708670696472979,0.562818977087491
0,44,-1.5773622905446771,0.8579868001221502,0.059241750106302504,0.5641772832077976
0,45,-1.390592623813292,0.667991416493823,-0.12281038143221279,1.14287500154105
0,46,-1.3793425167121034,0.4685925494779861,-0.09820033894631686,1.3968242443754495
0,47,-1.6336775578864495,0.855762743585913,0.636661260639912,-0.11946304899596383
0,48,-1.756022287785402,0.9226692829354337,1.2507523584083182,-0.032956366778451124
0,49,-1.8996153688185164,0.8554232881700605,0.11834094540495577,1.052261948038713
0,50,-1.435321494602154,1.0083619810767688,1.0042418093373653,-0.41472266837978533
0,51,-1.6400871828698804,0.6979984075638532,1.0115021424169177,0.28832249567651463
0,52,-1.717982477368045,0.5763362917942989,0.950458785942434,-0.07486553874313406
0,53,-1.508919540857364,1.4049665878021076,0.5851848133687445,-0.26646339255196777
0,54,-1.6499040336391226,0.9052018497130712,0.4411404927045679,-0.04942076331100059
0,55,-1.5916716005636822,0.8610723312252904,-0.1772856358647592,1.5083938989174768
0,56,-1.658746232376175,0.7699307349857845,-0.36319468529906684,1.0936418707355646
0,57,-1.7124937920080008,0.9089127341376744,-0.4323656656811399,1.037725281131873
0,58,-1.3550360736201443,0.7054321071797196,-0.1838583994233418,1.272946879937198
0,59,-1.5860556339147556,0.5783456110500198,0.7499803509858063,0.7602896948263493
0,60,-1.4091224370143784,0.1979308116567946,0.5967783425850934,0.35489285352981115
0,61,-1.494851860774462,0.7387574980924525,-0.47591376615595227,1.6117720960869237
0,62,-1.2650413425456473,0.20750476433182286,0.6482473135517264,0.599815600621326
0,63,-1.1555497050848975,0.27911596272323336,0.4797825971869112,0.032269277687246314
0,64,-1.4657517969324947,0.24965633606280924,0.4289608181289455,0.16826075901891846
0,65,-1.7671659912358904,0.639923714245354,-0.13487488765708777,0.6963758447849827
0,66,-1.1940574709217127,0.04359340207104068,0.2594745756245094,0.41320622127479456
0,67,-1.8729741172622383,1.4738605345805291,1.1250862960656516,-0.19977943300598397
0,68,-2.083567358789993,1.500474133882177,1.0568184859965315,-0.2911426911023027
0,69,-1.5828112597531332,0.5862768943860215,0.33094421768290205,0.8205897578002901
0,70,-1.6926054834365662,0.8203880254665168,0.5661851586663167,0.5156401642806794
0,71,-1.5690306091308277,0.9053644148705173,0.811611362765468,0.5047532480027446
0,72,-1.7216540313359148,0.9595739813900719,0.5307920065789062,-0.17300946989822197
0,73,-1.918191646057803,1.03064611034188,1.2205512735736868,0.36420225502059067
0,74,-1.4132644084704813,0.8164984842318823,0.5916212534240461,0.22045212511957957
0,75,-1.4132644084704813,0.8164984842318823,0.5916212534240461,0.22045212511957957
0,76,-1.748209814023673,0.9710100337306413,0.2439008427879339,1.0404730363183305
0,77,-1.460470408139725,0.6988665416474364,0.7386204967035306,0.2977552624523052
0,78,-1.8113202870005354,0.7920772356270531,0.3701354704325688,0.5129449898957317
0,79,-1.5227918234575375,0.790704087775522,-0.1300479083153543,0.6633098610949456
0,80,-1.3835915787715594,0.5371737922791997,0.012928383280781608,1.1823629818089942
0,81,-1.531325835956723,0.8564180476753533,0.18162250994532259,0.7929146691422815
0,82,-1.7159965101521202,0.5980705724831361,0.7852630397220464,0.4456883371001693
0,83,-1.847157210090369,1.1118298816567427,1.1397936100260273,-0.8257295575191852
0,84,-1.8407073708158488,1.1631929165235346,1.1959157161808351,-0.5584442149298341
0,85,-1.2675500890990183,0.17898721649834548,0.16074046005645615,1.1952930138860562
0,86,-2.004148299386736,1.5120112381667303,0.44750981264659573,0.29278082530789207
0,87,-2.0165632700307228,1.3468824897848908,0.8660388080729535,0.15862785235106563
0,88,-2.135226091343922,1.4052839622680422,0.26041301462274014,0.6063022368909189
0,89,-1.6646807108603894,0.9153039404774788,0.8248894752560165,-0.17041481219631044
0,90,-1.3420304323260228,0.7020424335115294,0.6787572204320824,0.951965397362613
0,91,-1.5844596240513513,0.7207055064785362,0.1992939710424717,1.2664995069725578
0,92,-1.3921616487580055,0.7911418149753184,0.8028905783618769,-0.20453541228254368
0,93,-1.7897686227590635,0.7994197830521108,1.1096563775479693,0.22110375959208084
0,94,-1.695718870977787,1.0387933360028148,0.10184266862909985,0.019867720373917083
0,95,-1.460853929200137,0.2848650779553472,0.38399160010468747,0.9314129991367901
0,96,-1.6257237775469966,0.7829030874976044,-0.6180887015505654,1.8509468135466254
0,97,-1.6257237775469966,0.7829030874976044,-0.6180887015505654,1.8509468135466254
0,98,-1.5944932764160886,0.9005504530817543,-0.5187086179860432,1.6472676947105407
0,99,-1.2394130834777743,0.3322838163528965,0.4108345385359069,0.7491980441503017
0,100,-1.3739700640016947,0.23365536128564734,0.5423974591605043,1.2031298909867454
0,101,-1.2933374084544516,0.6326207748813653,-0.08492864819691315,1.0535220115037665
0,102,-1.7146703728153392,0.8116729247655385,0.9370589488947692,0.41071682020856726
0,103,-1.5991589589784747,1.0010451608464275,0.872172609708237,0.5460035836577473
0,104,-1.6026962932432929,0.9395115886953675,0.7764927777298445,0.08552738494715251
0,105,-1.7096461951026192,0.9545272721715174,0.5871219457907293,0.2401526771271843
0,106,-1.582085106751264,0.8396067347781826,0.4594953380021405,-0.014479011089924568
0,107,-1.4985826090735286,0.7988474602688722,0.4770592773588649,0.608123720684786
0,108,-1.6291171514182858,0.3808646413176022,0.2110208966451399,1.2301224478999138
0,109,-1.323287043437635,0.483351117371724,0.4425286479508994,0.1183934579084304
0,110,-2.199676415740281,1.4273674536843581,1.2065938841929973,-0.4126475282168291
0,111,-1.1551265565469166,-0.2174197440582295,-0.27915955770641343,1.6557133388650005
0,112,-1.7381511603979622,0.9569679469109715,0.929465642227294,-0.21053308022495854
0,113,-1.5793050077090618,0.6256142139462906,1.0786365667906515,-0.37497466922114503
0,114,-1.5463775034606848,0.43872421071921486,0.9930905267331891,0.443072833241066
0,115,-1.7206010429615157,0.468207568562939,1.1218769612567452,0.06259647432898169
0,116,-1.5363310244037414,1.1290040906095447,0.18236247735692124,0.4820734766931592
0,117,-1.6740941772882836,0.616249110378813,1.1310169661358513,0.3243029086278131
0,118,-1.652501458628671,0.8205161473151465,0.941326371929927,-0.5507085224243512
0,119,-1.4628908695130742,0.7879795487730215,0.6883391948792332,0.09030077462874647
0,120,-1.5950771182794248,0.6722062975696059,0.24945394909827767,1.056239025130973
0,121,-1.7449368069536013,0.634309488708467,0.10083732818559454,1.1911157433598007
0,122,-1.523977760898961,0.9356226519052808,0.8174049153207916,-0.4990505920017475
0,123,-1.7643906596295404,1.3554973646153654,1.0810765235146746,-0.5868386065644875
0,124,-1.5347532276477645,0.5870148425335624,0.6512491480082596,1.2436055889841953
0,125,-1.5336489323514217,0.10192643394435286,0.5558966524633944,0.9208696671228732
0,126,-1.6204831783203804,0.5216709485690174,0.017997796139961775,1.2190189994229503
0,127,-1.4810248467137792,0.6887476960362182,0.24862168882755098,0.5014055147578609
0,128,-1.517205268029334,0.7540360283559246,0.3308721561355219,0.39695335058950304
0,129,-1.2508079440079238,0.11059616734943889,-0.11543736183548914,1.1868482298650236
0,130,-1.3014944582300123,0.3279700470172584,-0.7537802851636539,2.1861701377316494
0,131,-1.692916108267941,0.8002641536027413,1.145062219724458,-0.20960029834171906
0,132,-1.5454080693734875,0.5217923877562707,1.0636931101236473,-0.015827677160627968
0,133,-1.9301617720735278,0.9254032097387466,0.3811261185513912,0.6798777787465855
0,134,-1.2865611303074145,0.5092574555696692,0.17386131637701063,0.28522793438804217
0,135,-1.5176224750233165,0.46368539079326454,0.31716771819594114,0.47111525664952775
0,136,-1.3318543890650285,0.3365376243123188,-0.21588101399919957,0.9068231185526259
0,137,-1.3318543890650285,0.3365376243123188,-0.21588101399919957,0.9068231185526259
0,138,-1.6387307499731671,0.8456638716939866,0.20097163979469412,0.8046554590060621
0,139,-1.4430569096803265,0.6671340783630006,0.07817901456792065,0.7467305506768707
0,140,-1.7136249276603097,0.8515391413164863,1.079671626907302,-0.22437460539695842
0,141,-1.6300611360694637,0.9106025139166807,0.2662735715536899,0.4997289880484062
0,142,-1.6018214729420954,0.9195564742035383,0.8464736613900639,-0.026429694378222568
0,143,-1.7885253016637264,0.7993469802841278,0.7078812531782417,0.389718758583237
0,144,-1.9042355081063613,0.759068986067797,0.8744747725146773,0.5890653846259425
0,145,-1.2704884976658635,0.6960206572724292,-0.07121404402210585,0.6349084482305773
0,146,-1.5104708752671177,0.1761406678543369,0.03270788407940173,1.6647033201630868
0,147,-1.2378004633534898,-0.5259079018035242,0.4035114916750704,1.5311077671928297
0,148,-1.5990740867757443,1.0744653905977162,-1.142880619369922,1.7644946509465445
0,149,-1.4595949938272421,-0.050932570586064596,1.2263330818750933,-0.1644080992270176
0,150,-1.4512181926040766,1.0281401786958444,0.8279856005442168,-0.07746618254761377
0,151,-1.715436024296317,1.1432735932890825,0.6790617010094933,0.21007367307064329
0,152,-1.4241427418777055,0.490325840591572,0.23355143219287755,0.31247200221487775
0,153,-1.851562401544054,0.8689168108543033,0.4028951928986737,0.38525417904407455
0,154,-1.8155665606162399,0.918997332509166,0.41898797845163727,0.4230246481459793
0,155,-1.6626775917556378,0.9461138745087558,1.0851721403466976,-0.24358397006852878
0,156,-1.7776510941982329,1.1552241739000715,0.4666268698184852,0.4450626539866256
0,157,-1.175163820633736,0.02860093631301508,0.040495253188632674,1.591458081663796
0,158,-1.175163820633736,0.02860093631301508,0.040495253188632674,1.591458081663796
0,159,-1.4159197730877506,0.590047730536243,-0.33333060614908394,0.9691010723971146
0,160,-1.7066383470541415,0.6867908004827308,0.6111595962064322,0.982113283002531
0,161,-1.5056505910960807,0.24334219900482346,0.8645405315964756,0.17408634623934044
0,162,-1.3267342602900614,0.5751827545378685,0.6723549146236765,0.07079976040010946
0,163,-1.557062474397278,0.33696729164592454,-0.5492609118652996,1.345116984053883
0,164,-1.5216793769751311,0.9020401318891638,-0.014353788034245252,1.6992160497403253
0,165,-1.0355674185457127,0.12331825909092764,0.39418161752079484,1.2225859985663385
0,166,-1.9927435945148255,1.523113948638912,0.5634460785972006,-0.3741229594204223
0,167,-1.7592095369944123,0.8999542998972585,0.9328035033199771,0.443426491420698
0,168,-1.8073371429876959,0.5511631213158541,0.9966059306077322,0.9206987456408198
0,169,-1.8073371429876959,0.5511631213158541,0.9966059306077322,0.9206987456408198
0,170,-1.7648055635855888,0.3841138388612977,0.6178090811075985,0.28080132330340846
0,171,-1.4144974641035093,1.0405168541672458,-0.07178089289843848,0.9057944527562642
0,172,-1.8229611025475003,0.9751183778423478,-0.5570869781827357,1.278254143320529
0,173,-1.1241670529875079,-0.06691093010690019,0.5797056830761014,0.5748754772512509
0,174,-1.8016377129989705,1.27427219519388,-0.2422156871396366,0.9136005057001814
0,175,-2.039358451242092,1.1819289189614037,0.9832509427945131,0.5667723320164563
0,176,-1.6787397846485232,0.5182536115068674,-0.12317685655166088,1.1552959710209987
0,177,-1.4476478485504747,0.5684415910606313,-0.40912592940882275,1.987399205747347
0,178,-1.5057021802978463,0.5878420973373524,0.8349865478161769,-0.26180729183492035
0,179,-1.7946743224100814,1.0753894039188023,0.32216397386429363,1.0562351323107064
0,180,-1.7129776433076493,0.5514137782024451,0.5001512166429971,0.47334570631957973
0,181,-1.486434993318046,0.6191643011538912,0.18350901053437063,1.0915412783815275
0,182,-1.374424698509729,0.41755129937579816,0.6858818684899286,0.5198623857685585
0,183,-1.3332835796857574,0.11623418042001377,0.37083706309527287,0.3484238665004624
0,184,-1.4626237716191377,1.0843406963622382,0.36544696913757546,0.3836716214881248
0,185,-1.5844622667605672,0.886595959647021,0.1579228764485554,0.42017785653387774
0,186,-1.500009012829313,1.0095556721717822,-0.13513149074298436,0.8807500831840613
0,187,-1.7690263463186984,1.0199531333060443,0.5785044205136853,0.1024232715623079
0,188,-1.844162731941015,1.2260611685582075,0.826603273342432,0.10015106336826321
0,189,-1.8887779931354842,1.373713318419776,0.6192016492987662,-0.39380494085940443
0,190,-1.7969882065630878,1.434061252364827,0.5943745354158716,0.15073431075772165
0,191,-1.7119899348060397,1.5011652948484253,0.7076372120636303,0.08082309400158878
0,192,-1.6763244053630326,0.4537180049866516,1.0783889127869293,0.2826869399501575
0,193,-1.5993172030061804,0.5353525949351567,0.7192376629600261,0.5179047537459305
0,194,-1.607869833372295,0.995009583369697,0.7053197753943596,0.5522217284712377
0,195,-1.5753659514751344,0.6183270029353614,0.6904494969617205,-0.15678892146867407
0,196,-1.4341794207673628,0.9061114520690359,1.0359744788880507,-0.1863814529727194
0,197,-1.5723225982937974,0.4280532653740958,0.9150110829233693,-0.30246669137631954
0,198,-1.63188809784927,0.7307919902290432,0.8011457687843877,1.0081117481633866
0,199,-1.6437576946836026,0.761065914188293,0.7244152272379909,0.9796467761393985
0,200,-1.7448285697063612,1.0762068478252336,0.9829262497297404,-0.28859286266733064
0,201,-1.4309669862610432,0.9296326874603089,0.3013236522442586,0.09336391555971191
0,202,-1.5335890792803595,1.0391507910016085,0.16091200451152865,0.36554865401649034
0,203,-1.3440178229549105,0.354663413778493,0.29072813684967214,0.7693019636074505
0,204,-1.5213173073226551,0.5278601848269806,-0.1507565517926699,1.3447872432154968
0,205,-1.6266632235237526,0.9518532097395285,0.7651152243552881,-0.029862191744463473
0,206,-1.7190360037369787,0.8905576786620135,0.47577019763149764,0.5715559501367852
0,207,-1.4472856807666288,0.5456435867661558,0.26351911788607096,0.7097736743809427
0,208,-1.7190431263941728,0.7055500901261011,0.645751169159281,0.7092432834482885
0,209,-1.4574907538758621,0.9054827441649029,0.5441342080662754,-0.04717819237779971
0,210,-1.7084216242310566,0.80249837228628,0.7236020523461593,0.6513862482195307
0,211,-1.712096755012786,0.9279006772308593,0.8651894395246116,0.9542235656029021
0,212,-1.6107588768923087,0.9418220389785839,0.8147319591552746,0.3504099082386356
0,213,-1.5533080882472747,0.4234629011105402,0.2943038621064551,1.4058214667296653
0,214,-1.3896796350349503,0.6696104333498898,0.18030985782131714,0.8580997388946108
0,215,-1.4803957400814918,0.6285068419656368,0.19642345317933718,0.4789238361773823
0,216,-1.3359898924658777,0.18035246953651152,0.5214663518293585,1.019358441859233
0,217,-1.6723224394373304,1.2004642672031411,0.11978901996051028,0.3120377541498771
0,218,-1.3742620075247804,0.063222971481256,0.44425570473828957,0.9616267022489706
0,219,-1.6111487376017308,1.114161575689783,0.1347301411001054,0.33760882572537654
0,220,-1.7220516827458068,0.5971365359676926,1.156490656908751,0.015281766645440398
0,221,-1.7056525963625675,1.295616646394315,0.3556873851886502,-0.0546198059596833
0,222,-1.7860768013204817,0.6126269611730597,0.10039639509720644,1.654739376967584
0,223,-1.7759887204138063,1.0621049287788686,0.9805075980279465,-0.2758226492957113
0,224,-1.3297724656151813,0.40504385471015225,0.013612280735579407,1.5072141323476784
0,225,-1.2035942070297592,0.6460092390541059,0.07082331883474469,0.28987715438205464
0,226,-1.6062391047458027,0.8941323893907536,0.10021042044556139,0.4218453660874725
0,227,-1.8189011576709064,0.9123802766913869,0.22897538667168837,0.7105280548341375
0,228,-1.732577627193769,0.9785560715398667,0.3268137015616259,0.4292300886647522
0,229,-1.6431845285195883,1.2295759271188533,0.2775947995020811,0.4139983207151735
0,230,-1.4635615548310592,0.9835655994684611,0.035191892576186934,0.1452494498039713
0,231,-1.626439392538117,1.006240401731853,-0.06994333212187831,1.1629105854486366
0,232,-1.742287825625619,0.8062913577373809,-0.056791061074255245,0.7348144805164558
0,233,-1.5954366973984473,0.6847716301920028,0.7364472257807049,0.06437084760081246
0,234,-1.6210115651351091,0.965548575014086,0.3867521079082299,0.5607305491436279
0,235,-1.1263565318523758,0.272621557242982,-0.1542764057043171,0.8183811644011413
0,236,-1.1444365635354516,0.30335622309981125,0.29154228804949534,0.6685959484076878
0,237,-1.2055730804454543,0.21123518632251348,-0.15180365050263678,0.7199914848382029
0,238,-1.696470485936664,1.1991912681191952,0.7290987220627019,-0.3200579804747633
0,239,-2.09039579122911,1.171485028824797,1.0760443576728118,0.2806768995487537
0,240,-1.7228298866875669,1.2738095956621582,0.6105909036094244,-0.3208411565051436
0,241,-1.8373945999018342,0.7125621248551361,1.201451582513682,-0.037853107072950254
0,242,-1.5495936068005376,0.7733234380347653,0.8324137877825106,0.049456870043933246
0,243,-1.846579746614764,0.8162707331647123,0.7713353477226705,0.4858835235418932
0,244,-1.6879058178337973,0.5959093271147855,0.5819290178513992,0.7586909621311333
0,245,-1.4971406606018247,0.8830177142424667,0.1586216943101082,0.5740203045636614
0,246,-1.6920393820092292,1.036521091417095,-0.0032583728975934534,0.5685879142347836
0,247,-1.246992980014159,0.6947903569904865,-0.0015912866824367988,0.7216102619895401
0,248,-1.9987986621295315,1.0426421346039592,1.3800457160220643,-0.11069300201936216
0,249,-1.757283026387078,1.1103449183679428,-0.08703573247322871,0.9549147076849596
0,250,-1.3743366656282014,0.9329876370125323,-0.2291183575970004,0.5481163804667655
0,251,-1.5069508778688738,0.6162035546157509,0.12940351822144058,0.984507361545714
0,252,-1.695245254422883,0.957015008555548,0.0031396154710972013,1.2570534606015447
0,253,-1.5666797473163108,0.9588575049252857,0.10364565607532894,0.7339525305935783
0,254,-1.4512592746137907,0.3762069933045866,0.6302121590196959,-0.05248090485720566
0,255,-1.5217837225864677,0.8485937948187752,1.3538610830587958,-0.27532039432068145
0,256,-1.7345071439781299,0.7675692743582334,-0.09771641051177227,0.9782373751611748
0,257,-1.3996411817877243,0.48627419303117314,0.6911742217844077,-0.2102568774020227
0,258,-1.5013839576158796,0.5880010652862635,-0.17901619769789634,1.1988701425541715
0,259,-1.5199985127853735,0.7137574959205593,0.4596277488730236,0.10548925053026692
0,260,-1.4706181609922857,0.5154760256220412,0.8799093633216959,0.4432127816096113
0,261,-1.504159625392432,0.5878531832026803,0.4126434543742934,0.1122431770516869
0,262,-1.540826805746567,0.8308490053980617,0.1987731078430155,0.9949301642602298
0,263,-1.387594190150143,0.30189688244157,0.5779594356680009,1.0251026910836123
0,264,-1.5542320408996968,0.7861609733053103,0.08492734250576084,1.1910500750955224
0,265,-1.4937123996564368,0.49983898372613056,0.23379937281476204,0.4050117290893005
0,266,-1.1804019480383805,0.9794678922265465,-0.4237636430288698,0.9226768478250817
0,267,-1.2528078544361283,0.8633174283203044,-0.41048528194481704,1.0308148397048755
0,268,-1.3580768625639175,0.8302263853376464,-0.3393011429271069,0.4950267077848142
0,269,-1.657081781375547,0.9200129614445964,-0.38904009781425053,1.7143297407768316
0,270,-1.6801543540659618,0.6858745109104556,0.012769195330925687,0.8165930543040989
0,271,-1.3229722679167002,0.34494458956657637,0.9515832939537126,0.015584132669900774
0,272,-1.5737016297629265,0.7258384563174827,0.3383356859083284,0.7553860626561562
0,273,-1.8093537191295797,1.0003743435307872,1.0390558705419384,-0.4113645800302678
0,274,-1.7264446046253794,0.95397721247104,0.3515416445624562,0.32479414041023696
0,275,-1.90166368227941,0.8564621418761713,1.1187750096388458,-0.440903797582386
0,276,-1.7441289421129418,1.0154661933203397,0.8329678203713333,0.47976273124492813
0,277,-1.7499339606383648,1.0664116677051756,0.7662310025528907,0.6425229216550964
0,278,-1.8370581731555418,0.7781934983134953,0.41681188817281445,0.5671643960063755
0,279,-1.5168326281799713,0.9844523038793835,0.5649461151133937,0.23608448035768556
0,280,-1.5517577331468768,0.9929193281566848,0.47252997314208,-0.2812942169232886
0,281,-1.6877731342792321,0.5080351369243787,0.608526775404417,0.6327441147603966
0,282,-1.7240216873979888,0.21362331743883112,0.7909531586168188,1.005947245524729
0,283,-1.6872253267980222,1.4272604053209756,1.0569769181786182,-1.116114964696638
0,284,-1.7341359296460082,1.4230836406524223,0.9130638513007503,-1.053305678832252
0,285,-1.9824494097450875,0.6978499313940498,0.7616131961327868,0.6084498158428422
0,286,-1.644495334391454,1.3342327602060846,-0.15482113239315742,0.17007104035689252
0,287,-1.4629675985570283,1.0647528111046523,0.004345786783531036,0.5578225734928417
0,288,-1.6165718314323247,0.6908188991618205,0.6186875617256435,0.1922531258823834
0,289,-1.2594829929982017,0.6925526264383761,-0.3161721094791403,1.135371070410309
0,290,-1.7748939370608992,0.5269788872783001,0.42629074628273145,0.7913441425335888
0,291,-1.4369103628079265,0.4894275990863475,0.570992974424833,0.8950491297971922
0,292,-1.6973298899836367,0.08475815036269374,1.0654580605624118,0.3645577280199475
0,293,-1.5498469302418074,0.27085135770984947,1.4364000104734171,0.0831917618487471
0,294,-1.6095284861876418,0.5687348364421594,0.5443252141292929,0.3887049238800527
0,295,-1.5622557469270257,1.1610624007737602,0.5272924240130619,0.09312231811831626
0,296,-1.5460814185457048,0.4445840529832257,0.7914433247249055,0.7488708014546186
0,297,-1.3513407833615116,0.7290323189405099,0.05374193403347327,0.8184816324456652
0,298,-1.172599495979938,0.2138801195842246,-0.27127932113125963,1.0457450086136915
0,299,-1.1567088215786785,0.26528592613686897,-0.29141650927444873,1.2411755674766556
0,300,-1.7257448818404806,0.7550762103600908,1.0709431998227141,0.07041338229056202
0,301,-1.6189629458488013,0.9372683786993343,0.6515079955174881,0.0031643820565160213
0,302,-1.314670643001397,0.3290576871830917,-0.13537571781938196,1.2254925824676068
0,303,-1.2310159078707055,0.15764502185498408,0.4065184406802085,1.17001582961644
0,304,-1.2716712194334385,0.1396336905901978,0.40889034329748974,0.9866966701198179
0,305,-1.3488753200587933,0.5293368461798644,-0.39338034121592336,1.6033696029666447
0,306,-1.3752628768328288,0.5591749852851822,-0.311294461668429,1.7568013261679074
0,307,-1.4045147315560849,0.045086428315759264,-0.2598610671643127,1.505906641369135
0,308,-1.4021404542581055,-0.04748978916280677,0.03861883648275999,1.5822400921373312
0,309,-1.3069485557402287,0.602593006886476,-0.28395092123090215,0.9354712943098371
0,310,-1.3392529467155216,0.4619789075187233,-0.26678734201424037,1.0851987708961595
0,311,-1.532009156711482,0.5486863580495152,0.292418616419599,0.7198637749917448
0,312,-1.151079396659859,0.8219340746222099,0.05853447808658907,0.1371325863423959
0,313,-1.2545124116397282,0.5882399820004873,0.04780585459344544,0.8611147155884534
0,314,-1.504185853948656,0.7593815771447796,0.31711276220393314,0.22995701858859507
0,315,-1.434158088252718,0.7574184227264149,0.37070183163723236,0.5443710893200834
0,316,-1.7015409451505479,0.9245897332929469,0.5083792461051839,0.4293044673201611
0,317,-1.6074940819867864,0.6101794716774676,0.6669873327132494,0.4630771253063964
0,318,-1.6057916356214283,0.9128232844859507,0.021982576651766284,0.7164006053491653
0,319,-1.1513148739862897,-0.09882991537981578,0.08081183327809405,0.8314921314018915
0,320,-1.8015692930976317,0.8010105207899285,0.5793484474767792,0.28186379844262693
0,321,-1.4561897805048178,0.42785270600115743,-0.0227330124707108,1.8194275839661365
0,322,-1.6351067282637723,1.3939048655244977,0.23543845581370748,-0.29271996926300986
0,323,-1.5807946906798915,0.15816179754227067,0.39981959998739613,1.192075371406554
0,324,-1.6000659081156707,0.7401568096357438,0.1293452195860192,0.3616451148359584
0,325,-1.3482095411764758,0.8658250943519865,0.06503855176977802,0.8952226901918748
0,326,-1.7283878876005025,0.8053326446704507,0.5165818655105368,1.1792185773043111
0,327,-1.6249039928286744,0.5949479006650815,0.7136250854740704,-0.031221305103390606
0,328,-1.603409817398736,0.9147571376836192,0.17215036161177366,0.9988647095371067
0,329,-1.605489609960058,0.5169444877682248,0.39186546881096596,0.5612280234794003
0,330,-1.331198271750412,0.2159711598999574,0.2905062553432498,0.6346077269355168
0,331,-1.6397736164147039,0.8026295444722376,-0.07449707299832697,0.7220477622742025
0,332,-1.4984945448709466,0.8240211583118808,-0.3563723029099739,1.5760108753123188
0,333,-1.724801800923432,0.31327857576182816,0.7938035830617096,0.5485178655255635
0,334,-1.4064672966999472,0.8077459958526045,0.3047112120147677,-0.12303869963547481
0,335,-1.2888400409041396,0.5151330437412207,0.6318476095151975,0.12784116548141
0,336,-1.4288913793142783,0.3910996744414952,0.7842250339390924,0.15159111573270329
0,337,-1.2988451402500287,0.5518108500330321,0.1939908941994024,1.1522558149301918
0,338,-1.5529503535585172,0.5784289415648796,0.036096212621801405,1.2069735198549711
0,339,-1.7293801128430926,0.7900567190408481,0.826817115665337,0.18262702644846235
