chain,draw,interception,Treatment,HR,HER2,HR_interaction,HER2_interaction
0,41,-1.44399916514687,1.0955292769067595,-0.2504419911603959,0.5539849533913137,-0.9573603914064972,0.17263983415689252
0,42,-1.3571739287723419,0.8254713135250431,-0.8347846222272961,0.01718986491286323,-0.11669734215505767,1.1432486762263807
0,43,-1.1667554270269913,0.8821910570953269,-0.8471105496816023,0.8098408926567193,-0.5934469504491449,-0.08637412205918904
0,44,-1.308384729264568,0.4731649262452533,-1.0003896997724206,0.6791281621692027,0.015364940227205082,0.7889591204448848
0,45,-0.8041566262996716,0.15912689782821632,-0.859233063741093,0.13976809308429594,-0.054261732380871924,0.7023173919936897
0,46,-1.5164450061817498,1.145534870756897,-0.5675890364628828,0.3207555864298821,-0.52916388465356,1.072938832651344
0,47,-1.24357469426468,1.047717216962587,-0.2909856942198412,0.7228418809012036,-0.819641210318353,-0.06777553117307289
0,48,-1.1277040453569933,0.9494739445862739,-1.3247577556303725,0.942688632052999,0.8745973539147752,0.04922009046240768
0,49,-0.9747136267526191,1.0138109879871562,-1.3229585326879967,0.7348574666530676,0.3060647233530155,-0.2674492364434522
0,50,-1.1428902852520049,0.42484099766257044,-0.3837399628755427,0.08970657192804765,-0.8675987847813321,1.5808837035572685
0,51,-1.036580586607792,0.5079551019304704,-0.8883488827032535,1.5016331615402498,-0.06411491391838561,-0.25533423494008506
0,52,-1.2276955516403603,0.6286195349627772,-1.0712656421871447,1.0464691792427554,0.6185668680057954,-0.6219513866745962
0,53,-1.3301204652782999,1.1065122606747548,-1.182038825419134,1.2456790742763868,0.26303782352559285,-0.1148891664728191
0,54,-1.2712921315270798,0.7593136700009318,-0.022115888355407787,0.6101015988401335,-0.7531546808993895,0.6696579147644764
0,55,-1.4101512649674546,0.47673283113310605,-0.33576628533329433,0.6974678641992524,-0.7171695330384922,0.4071031568672168
0,56,-1.6746791619098604,1.1824429183151588,-0.5352471809526715,0.7089780557826901,0.022709322866634563,0.39936839798323004
0,57,-0.7980277596188321,0.6276105799297542,-0.8956761031702025,-0.25053668918447913,-0.03728517410984489,0.3892608004581403
0,58,-1.0061295154746515,0.7172860149583491,-0.9513137305806434,0.1556200370626688,-0.13390143412879835,0.8600883543854405
0,59,-1.0361944844422046,0.3812935262339836,-1.086594222955446,0.6309824005894773,0.42182594776613447,0.6588555449635349
0,60,-1.2837323954770379,0.6701562045660412,-0.3831747908525893,-0.21228487470753343,-0.8213067548611629,1.3895532512362805
0,61,-1.2985537421212752,0.5398791411503348,-0.9162646722548748,0.547542400784218,0.5583903629612904,1.013750914982278
0,62,-0.924344071485159,0.8788815705674826,-0.8536388512705448,0.39358970645224245,-1.095656057069084,0.2674180942341347
0,63,-1.5395515437584488,0.8427114978182251,-0.5381376748132796,0.36281471229809825,0.0070557655172391875,0.9312392618161685
0,64,-1.2571949232072763,0.4357692038423553,-1.2943178339818258,0.684621984348821,0.31253156903178725,1.1425450800166481
0,65,-1.4168103181770322,0.9780039599413757,-0.5933827336723407,0.6886324963185133,-0.9523985624487799,0.9898401409166564
0,66,-1.4117895079201048,1.1758197551699912,-0.46172421892591897,0.3520503966591202,-0.5988538965256079,0.4137983228923801
0,67,-1.4146081959181898,1.0583985998965595,-0.6944819203923243,0.1505678122730636,-0.5678504132814356,0.08883074447905925
0,68,-1.4831604694718357,0.9477102731076492,-0.6674436384776685,0.49858453401774305,-0.801891225909671,0.6953097949575351
0,69,-1.3165767921695308,0.9118658582438746,-0.5305235630185785,0.4052579372943437,-0.37818286561620973,0.08793919582538512
0,70,-0.9960896834004698,0.385610470951669,-1.0570820230487725,0.21399410668169216,-0.26401063847857226,1.5221556751067609
0,71,-0.9825692453779646,1.0374489743780233,-1.3616610480628082,0.7699204977561802,0.046965074508556526,0.00825804378184447
0,72,-1.3781772954418288,0.7940379844280157,-0.5476798008297794,1.066568465586069,0.3216084569092985,-0.5035584880745948
0,73,-1.5439628073409315,0.9438978283288653,-0.49853907431625344,1.2099250069836702,-0.3458954388668265,-0.4902105766755731
0,74,-1.0544229095125868,0.9275026673642925,-0.9587716095238581,0.2535482050217208,-0.30182840213551787,0.9912001489978067
0,75,-0.8150777123263797,0.6163087826138478,-1.0662991191821862,-0.05684048917566953,-0.7038968719914698,0.7706033890863732
0,76,-1.5959323610987388,0.8122582191801304,-0.7371529873323477,0.9264601550782212,0.5205468009174244,0.48551893756600695
0,77,-1.2377643264928078,0.8171590133811257,-0.8520900950113219,0.8212947418343288,-0.14741359680829746,0.37567797272774617
0,78,-1.0553977932199161,0.9899101073242456,-0.6006168957321132,0.005296644674279705,-0.6259032309915136,0.8367325610835621
0,79,-1.1950326952029497,0.15833656822469955,-0.9578841992841072,0.906745271004221,0.4238815135600254,0.5665540645381494
0,80,-1.2488190869944384,0.7581892728611164,-1.087080593768603,1.0158582454239864,-0.23760816538255045,0.03686106715676467
0,81,-0.9302150364033817,0.585356541938207,-1.007286202598396,-0.019510569239064246,-0.10206037105514874,0.7669563350285777
0,82,-1.2976301770735916,0.5774111724760504,-0.9424942189550902,0.2966149892330636,0.08174697796798495,1.4986231917331383
0,83,-1.2164436468049051,0.983928669260987,-0.5830668653295352,0.4327297166176278,-0.5360853909480787,0.38519959624419964
0,84,-1.2083828209473118,0.5294985983117841,-0.843247724494274,-0.15951091110025484,0.3414274604409007,1.211848003377037
0,85,-0.9747121579268627,0.12742414764727505,-0.7679126333402921,0.7603279311254281,-0.36602723859089137,0.9936928235784139
0,86,-1.0231970950831206,-0.10909012298941945,-0.5368962774118577,0.8311947501175116,-0.48385348251584903,0.6375589458141808
0,87,-1.4394874959925503,0.8688243327271985,-0.6179512689062694,0.2288794361197264,1.0741582635796771,0.8445058895231868
0,88,-0.8187247683284562,0.32099405114655055,-1.0306964632745883,0.7372380176768307,-0.48260542564004527,0.28044218314777175
0,89,-1.5818081227693308,0.8618893770468647,-0.5465265465318128,0.4518680736469882,0.2832675357056134,0.6112459150058616
0,90,-1.4433039523316133,0.9679039463129602,-1.057940634994842,0.7261796139979795,-0.04831134745458876,0.2963171332576864
0,91,-1.1935293607616002,0.7176318898983138,-0.8643779954798081,0.8826257258070225,-0.7625151369460392,0.35905929613657284
0,92,-1.0041696952121715,0.7453093144955611,-1.1541562757558468,0.6245874645156599,0.5365625324158889,0.1801042534430755
0,93,-1.0276488278182723,0.7487164917210374,-1.133216035375196,0.7680515473360237,0.1676626661806508,0.37861803535164806
0,94,-1.1789366936194727,0.5307333240133123,-0.7161439608802587,0.42546794607667615,-0.033969320347373155,0.9592775223849637
0,95,-1.126801025423447,0.5641285750464122,-0.8443465181707834,0.3109453954579915,0.5942377094356041,-0.1661073564007216
0,96,-1.0781267301834991,0.7085958343758689,-0.9131212108787699,0.6544090322241085,0.42402363230031326,-0.13016774020728897
0,97,-1.0035930184461626,0.4604449634659247,-0.6287436055392901,0.08389294440279271,-0.5381888173090641,0.6226862892334728
0,98,-1.043457778621843,1.0761146283839176,-0.9009331029289984,0.06404958090167057,-0.29853694846598705,0.2626090909163072
0,99,-1.4517961753415825,0.17241181134089545,-0.41968084132199746,1.102470389628454,-0.22449110095125457,0.759494880012378
0,100,-1.352677555555268,0.0036152976820889027,-0.7439935098136856,0.8545862221852365,-0.4929970809307337,1.1262075490451235
0,101,-1.2291593213147007,1.1175854776183838,-0.7845237839168826,0.27531761612081196,0.017996790349777178,-0.4356706782134392
0,102,-1.404397864046735,0.8108078632868359,-0.543847922045744,1.1140500933290949,-0.7588295411597232,0.3833719333516643
0,103,-1.4222196228776804,0.8829994570528419,-0.40795621360237666,0.3163002680480176,0.0264223198757826,0.36821383876562863
0,104,-1.4222196228776804,0.8829994570528419,-0.40795621360237666,0.3163002680480176,0.0264223198757826,0.36821383876562863
0,105,-1.605892925959347,0.6975094446118411,-0.5546960440654343,0.46574318427545536,0.22900573895413578,0.14387550757910147
0,106,-1.202670819663561,0.7649377984667756,-0.9678749536168654,0.8778295862754801,-0.35438935488491996,1.2973588594733174
0,107,-0.8544480293549759,0.48356873340593887,-0.6147847261862487,0.032519811981481794,-0.555501131637581,0.5646585403236887
0,108,-1.0786023585656719,0.619600245887209,-0.5954714038271922,0.1751530024380601,-0.2616280235374082,0.7170638796042181
0,109,-1.4572713219986353,1.4758843470475311,-0.5948240928219475,0.9079700609932573,-0.5490909713704023,-0.4288113524624872
0,110,-1.04624270145576,0.08846269912197813,-0.8610868884532903,0.004011575509002219,-0.10398796475228489,1.2976530405354858
0,111,-1.5673657515781207,0.9418089955338931,-0.19498531969596922,0.5142894991192717,-0.760151022995176,0.2512868495892664
0,112,-1.3688371486264197,0.8081861740706704,-0.6160801189415623,0.06909915150081525,-0.5433683724380969,1.0962144491692443
0,113,-1.045047435267402,0.8144734732299705,-0.8092971746471052,-0.03407968161067032,-0.24791576135958013,0.980200769411214
0,114,-1.5298603117089056,1.094644263810103,-0.4893019308277433,0.9334404669728396,-0.4318306297139065,0.024760003421636312
0,115,-1.232912517594331,0.6826229096269179,-0.5617817055829564,0.5440584595873017,-0.0351117196231058,1.2485484587228821
0,116,-1.4127358395589606,0.2533532393437208,-0.4836655579650144,0.4908429219831678,-0.8109156722767049,1.011497071955581
0,117,-1.1020386406267066,0.8742720400597253,-0.6542798487215999,0.032312479054703136,-0.39943231294667264,1.305787683479294
0,118,-1.0597022920574852,0.9219695764848357,-1.1725663699201563,0.2572066739707226,0.09079543531839429,0.603104315948259
0,119,-1.3321074930394023,0.5763423823696812,-1.1927670534688506,0.6001984707826846,0.19303411663021183,1.015039356942429
0,120,-0.9918335751753373,0.6019752553419375,-1.3664961114913252,0.5245421063828746,-0.0773530653818568,1.114720572898048
0,121,-1.0867340498909113,0.3295096599506506,-0.8253550908277991,0.598519478741679,-0.053197096845462866,0.5331200901709702
0,122,-0.8477948731296219,0.13168606047392517,-0.9241758710115642,1.0719177196927987,-0.2692948873709416,0.3983974079272596
0,123,-1.7443418119516618,1.2616774876412724,-0.5392278409299105,0.5149820541086856,-0.17858004184700027,0.08605751119492888
0,124,-1.095942408477779,0.9490326472812289,-0.7301767465777529,0.3858410195648698,-1.013807202612506,0.5002115454722664
0,125,-0.9759786513990321,0.22124797986640532,-1.0909342575316079,0.507695770864556,0.0668664562405194,0.6321425212801789
0,126,-1.3106514374438265,1.31017769953748,-0.5242268304937614,0.7688565666102429,-0.5713832579835891,0.015706402197507435
0,127,-1.3432893824324035,1.1967721570820533,-0.5023491003777725,0.23978457979154655,-0.3459304806077971,0.169809305731608
0,128,-1.5509715638949029,1.0111594390992342,0.28007187792782773,0.058435528103055745,-1.8185790327515134,0.9933452714525873
0,129,-1.6012871098691859,1.514727368664936,0.043727353122802404,0.43897974171975185,-1.4361885496123163,0.7661099298477021
0,130,-0.9809553495153445,0.32906498288841646,-1.6617235857554578,0.7791449099497783,0.6536397316175664,0.21991731531638653
0,131,-0.9902768023528363,0.46965536327023827,-0.8665524844046255,0.5731582079987962,0.5160013974675339,0.4657070722436631
0,132,-1.3284504617438802,1.2720839480201462,-0.501914458224979,0.5483419053025005,-1.175682782760995,0.7660582270858726
0,133,-1.409210911680149,0.798575120630014,-0.5726399132848541,0.7154750820097286,-0.25257192162978415,0.4822808369786572
0,134,-1.4027177913088975,0.7621840372220579,-0.6961875630213763,0.9523765518534293,-0.9744875060571587,1.0064807388395887
0,135,-1.401597121108348,1.1972427161885424,-0.9512718807638185,0.9641243868907503,-0.812608030791417,0.8340153070673959
0,136,-0.7400703373888224,0.33510751572058517,-0.9837903611010774,0.46894152703054637,0.5709776159351045,-0.2989176096117935
0,137,-1.135900018324398,0.35190312555799763,-1.1450825221351697,0.906565536216974,-0.023608683985965495,0.7182311826872774
0,138,-0.9713406267685314,0.2548089858752187,-1.157576173761075,0.5776524304484385,0.27401479414152163,0.7918591165895976
0,139,-1.1330553319837655,0.23291403930955545,-1.1383355187177715,0.1371002335051803,0.6497664147314703,0.9023439500531534
0,140,-0.7777199263975239,0.5083199372299911,-1.237828663460113,0.06819401196416464,-0.44057233996827483,0.9107422235218876
0,141,-1.4704146203875763,0.20898088965852324,-0.6366236910836203,-0.2820601826496707,0.5107228307076659,1.1367243638111661
0,142,-0.7894517760937081,0.12768699330199906,-1.1684812634714534,0.5107105374716594,-0.7734331761719382,0.6683218124802998
0,143,-0.877477947937706,0.8188852858652851,-0.8758358139564137,0.6081880369051618,-0.5155085565723273,0.6696600151440616
0,144,-1.180397349632067,0.29970192466422163,-0.8088755978617219,0.09110108701723596,0.47909180874494856,0.5986910421868055
0,145,-0.6634507856016065,-0.3799602940114235,-1.3840749475211074,0.17051332005941133,-0.37396765561335393,1.7418623037628223
0,146,-0.9487193448976021,0.3712009315170799,-1.1080655909675792,-0.6174179513649867,0.4257433852242995,1.1339432272902945
0,147,-1.399651114204319,0.9562051752304157,-0.5589493732219126,1.0222601207013662,-0.4572955580123068,0.3134865733916061
0,148,-1.3618053333576579,1.6085541179918383,-1.1468135167627826,0.9514210406127985,-0.07856892886009192,-0.4520357594642558
0,149,-1.3844234002439877,0.28867494957726136,-0.5304713274636166,-0.3106307694610786,0.1915002822471849,1.7497582236030957
0,150,-1.1174927256647225,0.49704984141108555,-0.7646725760093156,0.22017869602369133,-0.08500264979471756,1.1759541229295902
0,151,-1.208485721745449,1.3012860926433194,-0.7540093771532814,0.1042334219915464,-0.45817679342119244,0.9265612622234323
0,152,-0.7892721426092939,-0.1869391116957766,-0.6448295091628056,-0.2686259427197868,0.10398144614484398,0.8206651680835452
0,153,-0.8578058991004076,0.8985123367725478,-1.1893257859470099,0.2228041386733004,0.22820181338351067,0.71436877686836
0,154,-1.2903427580865885,0.41335174769764604,-0.797031102494334,0.48946132233008965,0.19902006283634194,1.26611197255806
0,155,-1.0057111824341982,0.38765508182188,-0.9534276934382133,-0.0696781859716753,-0.29883615625419524,1.2785311796399457
0,156,-1.0845932850346873,0.5702320087248935,-0.8203308266434295,0.8041126218721,0.055409433444267686,0.36684740829471774
0,157,-0.9823396706652312,0.5286937867445691,-1.2365847665220306,0.6105480868018078,0.02607754165516929,0.5403269899424845
0,158,-0.9804283682067707,0.3982347944598865,-1.4273348639066343,0.9565992175633988,0.9516966300449379,-0.29731369577710465
0,159,-1.6108504674610735,1.2333610666443364,-0.43919243028353705,0.9314271491052355,-0.6908013404620065,0.4731229211851311
0,160,-1.1714926095549147,1.1434666915273992,-0.3756259634271588,0.409453322030529,-0.3792463501893219,0.4590867383292182
0,161,-1.3902448464222585,0.7030810656761164,-0.7627568669617821,0.34218289766807075,-0.8237985638230055,0.7064030186966677
0,162,-0.6366393426806047,0.515656279703931,-1.407499628135374,0.24965718906270218,0.34850572636007265,0.0699179489207471
0,163,-1.391683607764897,0.9047993740650777,-0.6846591435661646,0.16731357654134604,-0.685425587721126,1.5015019469197115
0,164,-1.2629483677954942,1.0695711013975926,-0.9806126609241832,0.7977963528634222,-0.7997701320486901,0.6798684121120482
0,165,-1.1181018673777396,0.39939647821018953,-0.8598035778276585,0.28905666317191403,0.5790312740704671,0.48245181266141857
0,166,-1.1271122099590642,0.7347339014187386,-1.0541134066307725,0.7401128349883823,-0.524865845786334,0.4652863896224475
0,167,-1.002030525876397,0.8417674912615425,-0.5489076666385015,0.38268144763340595,-1.0307475508860247,0.671504313476477
0,168,-1.859978991813986,1.2342849772331337,-0.20676850345644882,0.8504129692819795,-0.8187817058856293,0.08903883608419269
0,169,-1.0831030160633444,0.8759507549272212,-0.6257058533254156,0.016891027449741358,-0.3077878203924931,0.7750567329909877
0,170,-0.9160532865046505,0.23771486251919804,-1.3813583551897521,-0.0048968776225737365,0.7693687630713734,0.9821968264416538
0,171,-1.1203591510465039,0.9266078186158546,-0.26961713407254173,0.5582445145817201,-1.0037611296827145,0.6855520447687713
0,172,-1.4421445068941166,0.866641793610734,-1.0295845877702368,0.29827457704402915,-0.11608422287467582,1.0303599314863507
0,173,-1.3400180538102082,0.7393066461499043,-1.1844274564055635,0.4966518013008159,0.24308968170979886,0.8066905498440218
0,174,-1.2623569840247049,1.0624628337739475,-0.09342001025485569,0.5707541301801891,-1.447575336987025,0.667034492613839
0,175,-1.5199642077008946,0.9944354246614435,0.09433864752931065,0.7524488099822266,-1.6990799655161402,0.3437674436786407
0,176,-1.3925296171979835,1.3147502425483084,-1.059824576576252,0.37941742037689075,-0.13952379828709538,0.25734453963704673
0,177,-1.1006397271105732,0.7962528206162172,-0.5276306167852458,0.49732577089509866,-0.1656919274011442,0.3640281836629017
0,178,-1.1921389607035395,0.6397137659334826,-0.5439553696937911,0.38316104179224575,-0.21337349486986526,0.23091565032506534
0,179,-0.8757320627854388,0.6559093385070616,-0.8546091075722155,0.10399196426411139,-0.5131595568647714,0.8060145500465443
0,180,-1.316357768671815,1.4144580960631694,-0.5982725771362032,0.8696223010487714,-0.809009710439901,0.5255535355215839
0,181,-1.2092029940209068,0.8012776327637836,-0.4809244602024738,1.0827334895553125,-0.47160939483093556,0.49612175405145764
0,182,-1.958939300207168,0.5734432091772175,0.08194256950082135,0.5839376525413305,-0.6827719437716424,0.7048490636794671
0,183,-0.7763657645628048,0.6790946017576704,-1.810882302357943,0.6743259964662032,-0.2378302805819847,0.7784700588834185
0,184,-0.7256514892838231,0.3614858731633941,-1.8295699454805407,0.5988693367794222,0.037299360042248486,0.4599052742087918
0,185,-1.6146209608874715,1.0422193716529835,-0.030094823906090307,0.7898585287780246,-0.51023186529551,0.04420355672627535
0,186,-1.4087835647417624,0.6240688407962303,-0.2801785065367657,0.6866681464747475,-0.7361459173752147,0.6500121354461352
0,187,-2.060673669488487,1.251512615206394,-0.040226574152249395,1.2627097801430922,-0.20190413420756215,0.496149788109213
0,188,-1.566291722999949,1.8385908870553516,-0.6266720875144256,0.32739740819658847,-1.5378498574648927,0.6676615628394124
0,189,-1.4245185803240732,0.7395464312652766,-0.3779306927203723,0.9007310005322446,0.11150527347949962,-0.27289205064954636
0,190,-1.1199530896925423,0.7348812316564857,-0.3237807567270343,0.7003848504068384,-0.5820072842331343,-0.21697834507617458
0,191,-1.6606714015327078,1.5656924528074612,-0.44787668133718483,0.38223311925444725,-0.9336979954256929,0.8563909075876738
0,192,-1.8009397180339133,1.5460386537499815,-0.23371533432360936,0.2964409317341834,-1.2380090377632123,0.8931396312326565
0,193,-1.3526471080641391,0.7764156508138618,-0.017218582325881693,-0.09322281811053168,-0.558505098860658,0.6578117125189511
0,194,-1.8515377375326243,1.266149280119313,-0.22772995081356462,0.5947153525269468,-1.5956570568373734,0.912667657357544
0,195,-1.106382466509372,0.7273025342016679,-0.8958737836382764,0.4314145298918002,-0.04242350682953622,-0.565203615276529
0,196,-1.4346711192079,1.048784147970354,-0.6675495687746431,0.7889308166007611,-0.4189882985586628,1.053160245065834
0,197,-1.4318208365372915,0.7539827169305566,-0.5788082614518548,0.5494723624061533,-0.32277822002615525,0.5218218550847886
0,198,-1.1956843041495437,0.7915949143740766,-0.5904034168612387,0.13877763534747345,-0.4244419250892706,0.3176405902938805
0,199,-1.2919700164071932,0.4228532641984817,-0.6800113854099661,1.1882566677444433,-0.0480614622079784,0.45514430584127585
0,200,-1.0809396729835226,0.6418740035579202,-0.6270413427107395,0.9217306958604876,-0.04082032281930249,0.14328086962895037
0,201,-1.0809396729835226,0.6418740035579202,-0.6270413427107395,0.9217306958604876,-0.04082032281930249,0.14328086962895037
0,202,-1.6833510488541,0.5211676333062589,-0.6808985950272235,1.5128230837310694,0.4349665765990097,-0.3992763896727725
0,203,-1.6554439367982345,0.9791822564948522,-0.4717422041228039,1.4854934807796343,-0.19291437629037445,-0.6556583881149678
0,204,-1.4990479443280789,1.0009271061181637,-0.7795241585907922,0.9886255688391583,0.16092706322214867,-0.3722953826828882
0,205,-1.8726488906644632,1.1748146076416897,-0.6835187985041498,1.3174076736484697,-0.12907918794298595,0.19389073408556048
0,206,-1.0769728288862486,1.4781261564220305,-0.7634414914998997,0.6526953145736127,-0.8324262280515987,-0.7509319457505695
0,207,-0.9762541168956278,1.1697770211049205,-0.9186972884514244,0.6232601356121887,-0.7012310305968535,-0.9293215616893844
0,208,-1.1720345785163142,0.03289454637012623,-0.7054378958220644,-0.3851260191915302,0.2557518086414439,2.4497901311312544
0,209,-0.9420168097582335,0.7347848485766661,-0.5242082431097552,-0.7283458851861349,0.01260744217574522,0.92260159640707
0,210,-0.9365745639017615,0.46884020016726025,-0.4041324597575704,-0.5603157796670919,-0.7156419118242949,1.0409387347977173
0,211,-1.3798941963533986,1.093343639460025,-0.6566738389014137,0.8525156721106915,-0.9135232378874143,0.6028548844749126
0,212,-0.8975899659553042,0.5846495693104319,-1.1312256133507632,0.6179112432102318,0.17006563487150392,0.14532488878854255
0,213,-0.8143206590931404,0.08467721678306694,-1.2469906238759263,0.6495263963944689,0.3106333619546439,0.23260637239000254
0,214,-1.2685945522053328,0.8243126932608005,-1.3373313823727775,0.14260295254478805,0.077647380156875,0.8249294898030185
0,215,-1.0850153363843202,0.39296664487677146,-0.2199427945317891,0.18041799295211747,-0.6120279463157847,0.7403060436514628
0,216,-1.2934026922181276,0.33626054556544793,-0.6441838637217332,0.9032608222896155,0.03507202992646119,0.6428891894048957
0,217,-1.373633538705353,0.7822633570320292,-0.29860984011239733,0.0887859080944351,-0.5114098135703491,0.7877188484532724
0,218,-1.2824603083478634,0.5856077578995134,-0.545558064812619,0.6750319326080036,-0.8321408031415334,1.3567115206361675
0,219,-1.1313722925670886,0.7025593153374348,-0.5169847084991415,-0.2613117841970829,-0.2731006917097168,1.545236822301339
0,220,-1.1923679049514055,0.7402817294564419,-0.5956474225292643,-0.7058893058957989,-0.1699248307109929,1.2638204712334795
0,221,-1.2589676614734755,0.18610417657477085,-0.8899059080113818,1.1053776245293732,-0.24582993171630124,0.39455499828717827
0,222,-0.5392726022620022,-0.10430747992078837,-1.3776988008897364,0.5961057146790625,-0.0011545168442406994,1.3161375898825285
0,223,-0.6983786630850117,-0.3549215441447293,-1.4449671026658972,0.1413752772570298,0.4573161649978915,1.2199471908994637
0,224,-1.347764900786061,1.1624047264949144,-0.7602541501471125,0.6789738960559699,-0.08487111205015582,-0.12646081531131909
0,225,-1.0651797839303543,0.5844442364442257,-0.6072764621303159,0.250975091765955,-0.241656747063192,0.8215317588509439
0,226,-1.130876138410157,1.0024764193935058,-0.5059064903995876,0.4067324416344813,-0.20811146562632865,0.5059734229083097
0,227,-1.2325103039114014,0.6311275104254617,-0.9112693720645382,0.5840182069806232,-0.16299523565553492,0.7000080903760808
0,228,-1.2866070394813276,0.8424375260677517,-1.0633536570657762,0.09811352486343439,-0.25167188041613575,-0.006433867583257036
0,229,-1.2794189675836383,0.9029800238808703,-0.7437371308867964,1.1770501204215615,-0.6325199030730002,0.34241790610026246
