chain,draw,interception,Treatment,HR,HR_interaction
0,90,-1.3706655991442398,1.7748289028011262,-0.1389863891220342,-0.9259231452559442
0,91,-1.80071534358442,2.0068258572404,-0.45399688256735304,-1.0635036040129306
0,92,-1.1377168730363054,0.8168115474290221,-0.2125735364735486,-0.7241606878631268
0,93,-1.1193161466668242,1.0348054274604015,-0.3067334931368739,-0.6574698612668008
0,94,-1.0041124376078958,1.124902430375794,-1.0644614248377968,0.33242821158069163
0,95,-0.7910708353357678,0.6045484427655643,-0.8401584777232232,0.24540529421268595
0,96,-0.8314540899502494,0.43760031810931266,-0.8781949897010497,0.15878424077288722
0,97,-0.9533410498357902,0.6813213259635218,-0.9694365944143692,0.2030501218661252
0,98,-1.2148622559948417,1.0823148935149816,-0.5553705501058905,-0.6830578817506074
0,99,-1.1801729316850176,1.546856194864365,-0.7605788886620206,-0.17866850881655466
0,100,-1.081903520250619,1.4884616842520022,-0.6814289365215467,-0.406965390976904
0,101,-1.1885050109558963,0.9765526151318267,-0.6297916066715952,-0.24917992636509767
0,102,-1.1298715011314266,1.2915190085435155,-0.4136759385327733,-0.5697333982975752
0,103,-0.9204533619540634,1.0513884031875984,-0.891427392055824,0.10193150916131655
0,104,-0.8776509050792787,0.8862917439708371,-0.9807768974799242,-0.500206833874447
0,105,-1.345128919797331,1.4141571199495355,-0.43778147282611046,-0.7001264062248183
0,106,-1.0080562728737983,1.1633400154741727,-0.7373511406623015,-0.5058941777779117
0,107,-1.1524569263102395,1.060588448676956,-0.40185589025498736,-0.23225783617994825
0,108,-1.1600812387441097,0.8203872897927322,-0.930478270606734,0.29829144080241843
0,109,-1.2287257565735497,1.4208749332891242,-0.6114581289127319,-0.187668973293089
0,110,-1.0908873314121494,0.8125775324906284,-1.4348566259875066,0.552672057234634
0,111,-1.1057393913476046,0.8619097169773977,-1.0180994935501086,0.04611604299200722
0,112,-1.0173428561898046,0.573081103143702,-1.1123360734240852,0.591085518773293
0,113,-0.9043858172675703,1.0812635981585306,-1.3608304961247835,0.09083078210210355
0,114,-0.8360989004585198,1.1652200218912403,-1.3005269687764098,0.11948522607615039
0,115,-0.8754759020348906,1.1998756179702694,-1.3949532938646847,-0.11584023683719438
0,116,-0.8981338807879298,1.2881852732651546,-1.558321548649264,-0.3413297000816228
0,117,-0.9228414549301038,1.4257577667122145,-0.7524473783441445,-0.7719546015995822
0,118,-1.145456408908573,0.5441742329014154,-0.8485471832985345,0.3581029617748619
0,119,-0.7268808627122416,0.7712828329280885,-0.9787013383343051,-0.23553841613105414
0,120,-1.297307142539845,1.3363532802628342,-0.5513431118199188,-0.346545888844082
0,121,-1.2701000963544344,1.513879120634925,-0.6604075166301007,-0.6339535343070355
0,122,-0.9625827902084931,1.05379296581509,-0.8354320024621378,-0.31831476845020223
0,123,-1.3061742246346282,1.1370363274913586,-0.6685710182033628,0.21333740131648726
0,124,-1.2478967302679658,0.9123960250319405,-0.5174770028377316,-0.1277852246973302
0,125,-1.1842755178864353,0.7688986467724026,-0.6441662830440809,-0.1347379917777485
0,126,-1.0637298594771,0.26558651500768526,-0.865012195928375,0.46056611341963494
0,127,-0.5120484750618637,0.4591362913519712,-1.2229275298304505,0.0209432449760254
0,128,-1.3061479024083993,1.3594245519401444,-0.8885758240681094,-0.46927618501444374
0,129,-1.1625704898265128,0.748405199032689,-0.5813353147748845,-0.38907912439346537
0,130,-1.1797123097748416,1.0483530364293594,-0.3469503541074963,-0.22317521321280187
0,131,-1.1800880380487142,1.074926329818975,-0.9192606630530411,0.3257336912093794
0,132,-1.1679844184311823,1.1646191653841222,-0.643954732933131,-0.5655998903885083
0,133,-1.1056326629945938,1.344263572304223,-0.7481455454359716,-0.5192018561070114
0,134,-1.3867511288133234,1.287134336698688,-0.7784614992865131,-0.4479221460681211
0,135,-1.0459106863276249,0.9902212748675727,-0.801701846464105,0.29654353416291457
0,136,-1.216297332796772,1.4260801682117938,-0.845350342090136,-0.7853722405203225
0,137,-0.9332801321905264,0.796177742417012,-1.1267413205840526,0.6706043039143542
0,138,-1.277590784763223,0.8579314505730511,-0.5310972377098682,-0.2740014664336745
0,139,-0.9973575674527859,1.2396454243255108,-0.8648581378980373,-0.49681378736374243
0,140,-0.9588504105322313,0.524249498780458,-0.8867871319361686,0.49334638894572336
0,141,-1.1459784822227714,1.246560362559592,-0.7287019709369997,-0.3364541854830966
0,142,-0.9101691130634018,0.5321105346535089,-1.0090394416965618,0.008463379636089119
0,143,-1.451745451513833,1.4331165440342946,-0.5181912769566615,-0.6705117263485879
0,144,-1.411566429560036,1.6501760628378312,-0.3945607746983488,-0.6963086635935295
0,145,-1.4677242540750255,1.5415596769260118,-0.004314982592048988,-0.9050613222353963
0,146,-1.5670340463529886,1.5679802096850892,-0.15626668441485814,-1.333785456954124
0,147,-1.4106757128192529,1.4344363727445004,-0.29694934428570674,-1.048839374434361
0,148,-1.2047239780372543,1.0895787848386738,-0.7409062006292031,-0.19794228300848
0,149,-0.8522301763486586,0.6358632480692923,-0.6279349915684849,-0.15378225773555604
0,150,-0.6465034830068994,0.7296078132447192,-0.4945475334560465,0.273209404174734
0,151,-0.6298867726222943,0.3835728369522349,-0.7493825743102791,-0.41627085331829733
0,152,-0.9323814660566052,0.7695981559108174,-0.8302439152691212,-0.013755840623220272
0,153,-0.7787596773767793,0.5390677249053619,-1.037137916400975,0.012839640796874448
0,154,-0.7431238835642942,0.16587129650842014,-1.084787869972303,0.3260637735555901
0,155,-1.1173068922990372,1.2696980639282283,-0.9259794728226813,0.16001555387610134
0,156,-1.0885455105526671,1.1351317518882296,-1.0463848109007854,-0.21122352570864872
0,157,-1.2686794677964406,1.0117333654373686,-0.4069697197833546,-0.5756509018649025
0,158,-1.2211423131532544,1.1302350744643026,-0.23032425959367853,-0.5365722712180496
0,159,-1.2356576011811695,1.5377307666195743,-0.44962048689258705,-0.3665122568896433
0,160,-1.3223688591858322,1.4253887322556016,-0.5593360806989711,-0.08763206536860008
0,161,-1.0759515849528531,1.000416719443113,-0.46915031837325927,-0.5657585278351551
0,162,-1.0481987935184516,0.8564983359160097,-0.3202399640307836,-0.8735775945958194
0,163,-0.7622871766789105,0.6606577821978179,-0.5157571702933565,-0.48424611022385
0,164,-1.4029123578014069,1.384201818679818,-0.5454206360890692,-0.8655515522640972
0,165,-1.4880555362465357,1.4712965167996759,-0.46862516277518074,-1.0820913754706045
0,166,-1.531501571225307,1.6315049716556176,-0.36135533758032934,-0.6979198784075649
0,167,-1.2915528605949333,1.1212826876668824,-0.16909145486639887,-0.5473602229071375
0,168,-1.4056153450080582,0.8322677386226256,-0.08604094528969797,-0.41797109594884907
0,169,-1.0022430330387393,1.3316560762485974,-1.2777292115124093,-0.21515441858415066
0,170,-0.8394201234476464,1.2058222374852297,-1.4252929726775982,-0.33961055747761265
0,171,-0.6889930875364225,1.130670139910961,-1.1397268675576822,-0.366692023925154
0,172,-1.2122775055266102,0.5708649940255326,-0.6711011652547336,0.028744882838255437
0,173,-1.0133290811143207,0.4983098287227694,-0.8535241076964064,0.48152249130141156
0,174,-1.2087107297698423,1.1378411236561912,-0.4745134386506993,-0.8292980599694344
0,175,-1.0873681226660064,1.4321031486784808,-0.36441031022213677,-0.4021403408736619
0,176,-1.5971463001401571,1.4335940237228397,-0.506290203527062,-0.7704692463834486
0,177,-1.1669603417861139,1.4679069653497498,-0.7983567657001176,-0.5300515961485649
0,178,-1.1148216948328167,0.86076416636979,-0.588592061261586,0.06119395061348032
0,179,-1.1555667869873956,0.9726154210043456,-0.5950897156841388,-0.5454260051673013
0,180,-1.060594056379898,0.9855016196269182,-0.5471182049506811,-0.5744521197340801
0,181,-0.8619189884132923,0.7065012742508396,-1.0979941643072748,0.35931027488555434
0,182,-1.1544929101487158,1.2212857231327057,-0.5743018483446152,-0.5217705404264769
0,183,-1.0697832630025772,1.1930710311727142,-1.0184946777933095,0.3647611899622914
0,184,-1.034747172735627,0.8266955792969721,-1.176630030072547,0.35603210073937597
0,185,-1.2271366398122987,1.0033569312602668,-0.3323548818529125,-0.019131201507142592
0,186,-1.436929040997899,1.3886804064248182,-0.5678495061402147,-0.3126475360271773
0,187,-1.550031900063865,1.7010940011191324,-0.6163798383064547,-0.24202801189919698
0,188,-1.6356745807102433,1.3309702953676419,-0.662335204335365,-0.3858201170996612
0,189,-1.1254997937490083,0.8228883956933242,-0.7075204901232348,-0.9792834769443198
0,190,-0.942928911546344,1.2125325780874243,-0.7459420634822924,-0.646596712432884
0,191,-1.18379557006882,1.2636125133968168,-0.8164877723297606,-0.10463847247891733
0,192,-0.7498772842040216,0.450682548475672,-1.0669598965718494,-0.01386481057076469
0,193,-1.6545352995309879,1.3786966201693711,-0.8183530593313035,-0.8004460245657474
0,194,-1.1979287287691973,1.5481165086879618,-0.36856913855418316,-0.39376417349708664
0,195,-1.2421949062601032,1.412394602380576,-0.25412164892145683,-0.4842706296379691
0,196,-0.839984280397176,1.0679025263274728,-0.8390547308862888,-0.10262766811088098
0,197,-0.6521708050936157,0.5922085370661772,-1.3671542651071187,-0.10315698841388449
0,198,-1.2508126490282794,0.6846900408492493,-0.4433296946573466,0.1593924745391287
0,199,-0.56772146573004,0.7707407061922882,-1.8671538214990078,0.32135925831892903
0,200,-0.8746322314330444,0.36572350679348076,-1.184348024993969,0.5469032547829862
0,201,-0.7381078612057834,0.22581778605084346,-0.8421468981526461,0.14589857235241838
0,202,-0.8564908503888842,0.6818364319180326,-0.8469396011434465,-0.10512479754448253
0,203,-1.0293854083401222,1.014871756195181,-1.104001276964601,0.33284045478855007
0,204,-1.0913503855988398,0.951379722274432,-0.4587223093387296,-0.5319346829362687
0,205,-1.247205041912938,1.715693754398968,-1.03225463411576,-0.4059464308095367
0,206,-1.174236126834391,1.4495721540714572,-0.9022447411701062,-0.3770277384444986
0,207,-1.0429958090595528,0.7820284475283243,-0.7982367360845011,0.22443878002092854
0,208,-1.066501645304823,1.2180932154196138,-0.7115419168170689,-0.5382263706440341
0,209,-1.2144917405786713,0.7809627548729292,-0.6765594068099645,0.2767841598029099
0,210,-1.0957313263251676,1.0042571997125234,-0.7865521288010058,-0.1541329593489589
0,211,-1.1562380388505034,0.8514500617747236,-0.4216970162668352,0.0666171543971373
0,212,-1.0521926906169723,1.0873202211374533,-1.0848119006801396,-0.22381895104437716
0,213,-0.8504841224716042,0.21104573725595266,-1.0011112212666755,0.946553109193032
0,214,-1.160931512106394,1.5983654387944688,-0.664382889842372,-0.9627652514673412
0,215,-1.3546492170730575,1.3322387591287812,-0.6535895122053819,-0.5252005363642602
0,216,-1.020667210606034,0.7093893683802419,-0.8540078861365252,-0.3998474300416492
0,217,-0.9161803049442834,0.5294236997325541,-0.5310410514112935,-0.09418826149356191
0,218,-1.111632561198305,1.0785634814067466,-1.324404313043242,0.2453240455583408
0,219,-1.1240813745781826,0.5496094965842582,-0.9918009061136552,0.7265947219082205
0,220,-0.9386137072177361,1.1089770739438758,-1.4254232943579965,0.6241723785919533
0,221,-0.9091320839621106,1.1588591670383843,-1.4776669843367172,1.0931302535172214
0,222,-1.079673323221655,0.9916262651763643,-1.4307112471099397,0.28789031785276364
0,223,-0.9294743189197587,0.5533051644083129,-0.3287584350905073,-0.49235368334908636
0,224,-1.2593839044375263,1.0131352110603942,-0.7620198633636566,0.13582222958708812
0,225,-1.101964559556369,1.1467140548280281,-0.6152119209284488,-0.8682844898322883
0,226,-1.061005749702813,1.0928979077852485,-0.4044654988292469,-1.0474630078948532
0,227,-1.0607815327794463,0.7942357194857852,-1.3130810602091714,0.6051901675959707
0,228,-0.9101049456831145,1.2758955185770038,-1.0073970852620138,-0.26817335094990846
0,229,-1.3669160663528945,1.4465815168614387,-0.2949194843956684,-0.2972326236403058
0,230,-1.2264200727337669,0.8919807971545386,-0.35877752012171715,-0.5512265688373877
0,231,-1.2321076997409275,1.5368478845519729,-0.5643041668179234,-0.6354594758683824
0,232,-1.7708590486265368,2.067703774994378,0.08016138876101708,-1.4055289719131328
0,233,-1.754875776028055,1.555074566614547,0.19833786818933974,-0.7779862717603108
0,234,-1.151013813156113,1.643654159292918,-0.6668997395428948,-0.9287956795240838
0,235,-1.3110884571573185,1.654288969127984,-0.7637703939090636,-1.0758308415289541
0,236,-1.1738056397846632,1.65150489521287,-0.456875638439759,-0.6530796688222603
0,237,-1.1395145556282276,0.917132832396643,-0.8764922493101126,-0.5091244693927471
0,238,-0.8850974271508387,0.7745821847270593,-0.5969421822306091,0.04001596191935458
0,239,-1.0598012483386574,0.96078979623476,-0.9636863315785011,-0.15817888651416268
0,240,-1.1562721436992076,1.3443289157486848,-0.680043774198889,-0.6048300089121131
0,241,-1.5973879405276215,1.2015000253792094,-0.2473919474739874,-1.0112923058936922
0,242,-1.6576854406586112,1.8005744948590863,-0.5572760274226349,-0.16630828720691565
0,243,-1.614929857416692,1.7829194299527944,-0.38390870393686405,-0.2674790620564208
0,244,-1.3058187455952028,1.6036415211584722,-0.3546933225941098,-1.0580966649537273
0,245,-1.1983019287455794,1.2356345106957622,-0.7057696315834348,-0.2080236826320676
0,246,-1.570723168296162,1.2726791173068008,0.05256796860602542,-0.7638825250179078
0,247,-1.3167760785824187,1.253414838041138,-0.24700447797133362,-0.8136619569911171
0,248,-1.460512107370163,0.9256492918723898,-0.3371801894873312,-0.9737071666831658
0,249,-1.517525592138014,1.0744110853682898,-0.10180237463872444,-0.708417632983191
0,250,-1.454668070541198,1.4852118625842456,-0.4331095098103708,-0.5194308576019062
0,251,-1.1417942581233367,0.9686771568579713,-0.790132440882747,-0.5550524490011318
0,252,-1.2408756217550287,0.9224552987249377,-0.5337497719177313,-0.29078216208666535
0,253,-1.3553310003034684,1.1905327982936529,-0.25873625144474466,-0.43044179647542397
0,254,-1.1889123789861116,1.2335343643684935,-0.5049343641089701,-0.6784874023903518
0,255,-1.0853198591298765,0.886159955450903,-0.8466161744242742,0.13104887851592434
0,256,-1.2290390544786916,1.2230018381535857,-0.933249073127306,-0.4466978926700797
0,257,-1.3247432729208883,0.9628056709219202,-0.36441944543629434,-0.606703549893477
0,258,-1.166736576789948,1.2009711012516,-0.9790729358731722,-0.30260038532827027
0,259,-1.2083127446094721,1.4217430337631567,-0.6272456112771825,0.12261473917790541
0,260,-1.3773249022914433,1.0952667524636193,-0.5144156420877701,0.09487720143676201
0,261,-0.8818761144752991,0.9462589631324074,-0.9012113949130423,-0.5204253818370417
0,262,-0.9753676388331693,1.28313570925479,-0.7122278667171855,-0.9734753380659315
0,263,-1.0486909983590693,1.209327023700006,-0.6384162230018791,-0.7368926272098284
0,264,-0.9017378884514846,0.8747027463777219,-1.1100905383685995,-0.6135577231841547
0,265,-0.9282063153648599,0.6864697347266999,-0.8725134696285883,0.35946857568969703
0,266,-1.002616089492834,0.5085280759212039,-0.9233854851135792,0.173734933712372
0,267,-1.3265675206523349,1.0245118398425657,-0.4399507859278935,-0.6365507289504944
0,268,-1.303698409848507,1.4470501287242963,-0.6806450016041863,-0.4747560563049821
0,269,-1.0091989717830587,0.9090552361753179,-0.6691025431648296,-0.7201543385802045
0,270,-0.9474735397170055,0.8973020973519328,-0.6920510380459217,-0.12941527334219383
0,271,-1.2633270370167813,1.2989869117835044,-0.9033421859026189,-0.006255186018502376
0,272,-1.2994979843390286,0.874161140480862,-1.0935942476721334,0.20051423291368925
0,273,-1.034917414554278,0.6920446241939398,-0.596445227933585,-0.6248085514544466
0,274,-1.08540938132299,1.0919751623430152,-0.5991698320401293,-0.2251245106656708
0,275,-1.140963357767117,1.1492623013936922,-1.087393790670477,-0.4378089304115101
0,276,-1.0562721479825024,1.5688074198212338,-0.9484850522067747,-0.3260445841650459
0,277,-1.1065239607108306,1.1122068367523783,-1.3169659489127916,-0.17053603348058077
0,278,-0.7796720063842519,0.5337192183210338,-0.943155275242566,0.16327741030028517
0,279,-1.052979887264234,0.9826596227616324,-0.6550915621074922,-0.2952297329839721
0,280,-1.047403522224374,0.8509352806775874,-0.8722362438426816,-0.5208455960913696
0,281,-0.959559478167975,0.772820610156506,-1.069890570015418,0.4174639400013996
0,282,-1.2588428163481642,0.793681916302049,-0.2667667496700066,-0.4803540997590048
0,283,-1.1569143739916745,1.3119753958674885,-0.6593991380503765,-0.40936726869859463
0,284,-0.5585387370602528,0.34970990157898973,-1.256139162338499,0.2827988742025088
0,285,-0.7112359711219105,0.4193337302182589,-1.050234474920217,0.36719509710451637
0,286,-0.7231106387434325,0.7005499171060592,-1.1048687951186578,0.22626552769323138
0,287,-1.0796777421275907,0.8481439027424198,-0.7151159596112362,-0.33576079772942385
0,288,-1.1789466434034157,1.3051923868175526,-0.6814775180812029,-0.5640887740497791
0,289,-1.1897970042450674,1.4661725996902586,-1.1921765481819828,0.13923737725503754
0,290,-1.4470175277757353,1.8849809664392778,-0.6820923401721006,-0.46991154286651104
0,291,-1.1129695388423342,1.05600027929855,-0.1276193207331704,-0.7182664901948909
0,292,-1.1533626559564327,1.3263162578923924,-0.46258311094961946,-1.3984458559077697
0,293,-1.1453125145362542,1.359542406047387,-0.3273940026691906,-1.1345235843674306
0,294,-1.213119001668199,1.2397424957897594,-0.5375414439488955,-0.6052808191946518
0,295,-1.4110320976737147,1.109635472097903,-0.9206703309211504,0.6750722551892645
0,296,-1.1563423571303448,0.9584480064113678,-0.8840884076852489,0.25005599710445664
0,297,-1.273534569646043,1.2622639044968804,-0.767756616185769,-0.07752480344173304
0,298,-1.1762250617825762,1.0031977497497537,-0.7974223779487084,0.16277112053584045
0,299,-1.1417204150898206,0.7581075814939078,-0.2073001057374304,-0.9873585661245379
0,300,-1.1677438982984454,0.9105432878257642,-1.297302426478881,0.9268843758864191
0,301,-1.0595645808131544,1.3226994492832174,-0.2319108845876825,-1.1971416482688828
0,302,-1.316943981633662,1.2151803074683423,-0.5514285724704306,0.0058059752718535584
0,303,-1.1570510216645147,0.8791397961018335,-0.5414282955236378,-0.46065464286773183
0,304,-1.0335182573178199,0.9988950811364175,-0.8727631317112226,-0.031066611298409208
0,305,-0.9032737927517558,0.8168809033826148,-0.7706560282180597,-0.04018769878681458
0,306,-1.5809025253588742,1.6030857461974928,-0.8966382904853809,0.6274503629868496
0,307,-1.0030316908260635,0.8476436742408477,-0.8503858646409412,-0.3658146684086217
0,308,-1.0086049435341375,1.0057907506846893,-0.7255993704584027,-0.047031869476687166
0,309,-1.2282593619475326,0.8768011907431865,-0.7934483950892486,-0.13486009289074002
0,310,-1.0716016587807362,1.1723237068482018,-0.4497057605946322,-0.6871174837238269
0,311,-0.9742315842746339,0.901765741843439,-0.7341986548331163,-0.7103494013907736
0,312,-0.9900649401905781,0.875655046145354,-0.8376654407038133,0.13693289722964186
0,313,-0.955288340309657,0.6947649720474194,-0.8882248770821111,-0.09932333261627539
0,314,-1.0016563185908014,0.8648535554748409,-1.1593689718631348,0.16180385570611694
0,315,-1.0042225988741373,0.8646188345026791,-1.2168735511470727,0.1672376552907816
0,316,-1.022333766845678,1.4250256671040893,-0.6767016577802485,-0.8283296152299323
0,317,-0.9718118749548439,0.6032700502138018,-0.8309994000026402,0.6770379590376765
0,318,-0.6054759183263789,0.4389891576152256,-1.1139337407239887,-0.12419731152966207
0,319,-0.6050307118594231,0.6422199856185686,-1.0218526759987354,-0.40345142284555047
0,320,-1.2669203717772466,0.8943914182490718,-0.6416147148022224,0.518439214934958
0,321,-1.0432647279203868,0.9875241757521793,-1.0004214630598776,-0.10158874102647525
0,322,-0.8359052161722127,1.0762231733519803,-1.1119148608614045,-0.007736440108721287
0,323,-0.6789008946662625,0.769865231686722,-1.2130557788596361,0.04307404457813424
0,324,-0.6789008946662625,0.769865231686722,-1.2130557788596361,0.04307404457813424
0,325,-1.1290253409645592,0.6876857248198398,-0.8097686452206116,0.446591321776502
0,326,-0.6309310811620921,0.4089478432524343,-0.9817205900341048,-0.11200802554080391
0,327,-1.0087339363085461,0.8229215650517416,-0.8181988636761892,0.57983366772863
0,328,-1.057225676240491,0.6637047823923916,-0.9630573313454209,-0.219989516989469
0,329,-0.9254708486035499,0.9157458300026851,-0.6947434347295209,-0.1389093230872987
0,330,-1.3780356866387726,1.6291591815986362,-0.43111681696007076,-0.7834843169792844
